timestamp,epoch,batch,phase,loss,accuracy,duration_sec
2025-12-09 22:14:41,2,-1,train,5.4587,0.2289,196.4914
2025-12-09 22:15:01,2,-1,val,3.1904,0.2589,0.0000
2025-12-09 22:18:16,3,-1,train,5.0696,0.2752,194.4021
2025-12-09 22:18:37,3,-1,val,2.8742,0.3117,0.0000
2025-12-09 22:21:52,4,-1,train,4.7840,0.3130,195.4296
2025-12-09 22:22:13,4,-1,val,2.8457,0.3279,0.0000
2025-12-09 22:25:30,5,-1,train,4.5704,0.3428,196.9212
2025-12-09 22:25:53,5,-1,val,2.6606,0.3598,0.0000
2025-12-09 22:29:17,6,-1,train,4.3916,0.3639,203.6786
2025-12-09 22:29:39,6,-1,val,2.5840,0.3774,0.0000
2025-12-09 22:32:58,7,-1,train,4.2370,0.3871,199.2461
2025-12-09 22:33:19,7,-1,val,2.5551,0.3764,0.0000
2025-12-09 22:36:44,8,-1,train,4.1256,0.4032,204.3847
2025-12-09 22:37:06,8,-1,val,2.4816,0.3978,0.0000
2025-12-09 22:40:31,9,-1,train,4.0081,0.4205,205.4825
2025-12-09 22:40:54,9,-1,val,2.4632,0.4071,0.0000
2025-12-09 22:44:17,10,-1,train,3.9242,0.4331,203.1404
2025-12-09 22:44:39,10,-1,val,2.4434,0.4061,0.0000
2025-12-09 22:48:02,11,-1,train,3.8416,0.4440,203.1507
2025-12-09 22:48:23,11,-1,val,2.5171,0.3963,0.0000
2025-12-09 23:11:03,12,-1,train,3.7713,0.4534,1359.8067
2025-12-09 23:11:26,12,-1,val,2.3568,0.4288,0.0000
2025-12-09 23:14:50,13,-1,train,3.7067,0.4640,204.1174
2025-12-09 23:15:11,13,-1,val,2.3252,0.4380,0.0000
2025-12-09 23:18:34,14,-1,train,3.6587,0.4699,202.9754
2025-12-09 23:18:56,14,-1,val,2.3535,0.4357,0.0000
2025-12-09 23:22:21,15,-1,train,3.6047,0.4784,204.9747
2025-12-09 23:22:43,15,-1,val,2.3229,0.4417,0.0000
2025-12-09 23:26:04,16,-1,train,3.5495,0.4849,201.6001
2025-12-09 23:26:26,16,-1,val,2.3560,0.4387,0.0000
2025-12-09 23:29:49,17,-1,train,3.5078,0.4923,202.9820
2025-12-09 23:30:10,17,-1,val,2.3465,0.4401,0.0000
2025-12-09 23:33:32,18,-1,train,3.4666,0.4969,201.3995
2025-12-09 23:33:53,18,-1,val,2.2122,0.4637,0.0000
2025-12-09 23:37:14,19,-1,train,3.4246,0.5047,200.9457
2025-12-09 23:37:36,19,-1,val,2.3165,0.4509,0.0000
2025-12-09 23:40:55,20,-1,train,3.3973,0.5087,198.5863
2025-12-09 23:41:16,20,-1,val,2.3329,0.4430,0.0000
2025-12-09 23:44:37,21,-1,train,3.3446,0.5162,201.2246
2025-12-09 23:45:00,21,-1,val,2.2141,0.4649,0.0000
2025-12-09 23:48:24,22,-1,train,3.3232,0.5190,203.5828
2025-12-09 23:48:46,22,-1,val,2.2730,0.4560,0.0000
2025-12-09 23:52:09,23,-1,train,2.5495,0.6528,203.5506
2025-12-09 23:52:42,23,-1,val,1.7123,0.5748,0.0000
2025-12-09 23:56:04,24,-1,train,2.3180,0.6910,202.3104
2025-12-09 23:56:25,24,-1,val,1.6974,0.5795,0.0000
2025-12-09 23:59:49,25,-1,train,2.1966,0.7114,203.4337
2025-12-10 00:00:12,25,-1,val,1.6825,0.5891,0.0000
2025-12-10 00:03:37,26,-1,train,2.1008,0.7284,204.7724
2025-12-10 00:03:58,26,-1,val,1.6929,0.5855,0.0000
2025-12-10 00:07:20,27,-1,train,2.0244,0.7421,201.2744
2025-12-10 00:07:42,27,-1,val,1.7175,0.5829,0.0000
2025-12-10 00:11:03,28,-1,train,1.9457,0.7561,201.5951
2025-12-10 00:11:26,28,-1,val,1.7224,0.5827,0.0000
2025-12-10 00:14:50,29,-1,train,1.8827,0.7661,203.8302
2025-12-10 00:15:11,29,-1,val,1.7370,0.5845,0.0000
2025-12-10 00:18:34,30,-1,train,1.7110,0.8052,202.6480
2025-12-10 00:18:55,30,-1,val,1.7059,0.5916,0.0000
2025-12-10 00:22:22,31,-1,train,1.6718,0.8130,206.2314
2025-12-10 00:22:44,31,-1,val,1.7135,0.5907,0.0000
2025-12-10 00:26:00,32,-1,train,1.6539,0.8164,196.4767
2025-12-10 00:26:22,32,-1,val,1.7096,0.5926,0.0000
