timestamp,epoch,batch,phase,loss,accuracy,duration_sec
2025-12-10 13:44:37,0,-1,train,4.6978,0.0543,225.8290
2025-12-10 13:44:59,0,-1,val,4.1626,0.0964,0.0000
2025-12-10 13:48:42,1,-1,train,3.8662,0.1404,222.8294
2025-12-10 13:49:04,1,-1,val,3.5134,0.1865,0.0000
2025-12-10 13:52:47,2,-1,train,3.4369,0.2097,223.1255
2025-12-10 13:53:10,2,-1,val,3.2454,0.2515,0.0000
2025-12-10 13:56:54,3,-1,train,3.1396,0.2608,223.6598
2025-12-10 13:57:16,3,-1,val,2.9897,0.2929,0.0000
2025-12-10 14:01:00,4,-1,train,2.9246,0.3036,223.6513
2025-12-10 14:01:22,4,-1,val,2.7524,0.3419,0.0000
2025-12-10 14:05:05,5,-1,train,2.7411,0.3408,223.3056
2025-12-10 14:05:28,5,-1,val,2.5867,0.3668,0.0000
2025-12-10 14:09:11,6,-1,train,2.5846,0.3712,223.5457
2025-12-10 14:09:34,6,-1,val,2.5281,0.3955,0.0000
2025-12-10 14:13:18,7,-1,train,2.4669,0.3965,223.5868
2025-12-10 14:13:40,7,-1,val,2.5133,0.3949,0.0000
2025-12-10 14:17:32,8,-1,train,2.3732,0.4167,231.2013
2025-12-10 14:17:57,8,-1,val,2.4328,0.4175,0.0000
2025-12-10 14:21:56,9,-1,train,2.2851,0.4339,238.7068
2025-12-10 14:22:20,9,-1,val,2.2985,0.4415,0.0000
2025-12-10 14:26:19,10,-1,train,2.2172,0.4486,238.8206
2025-12-10 14:26:43,10,-1,val,2.2979,0.4390,0.0000
2025-12-10 14:30:43,11,-1,train,2.1542,0.4632,240.3150
2025-12-10 14:31:06,11,-1,val,2.2509,0.4473,0.0000
2025-12-10 14:35:05,12,-1,train,2.1046,0.4748,238.3982
2025-12-10 14:35:29,12,-1,val,2.2465,0.4558,0.0000
2025-12-10 14:39:29,13,-1,train,2.0543,0.4850,240.6238
2025-12-10 14:39:54,13,-1,val,2.1374,0.4831,0.0000
2025-12-10 14:43:53,14,-1,train,2.0161,0.4925,239.2551
2025-12-10 14:44:17,14,-1,val,2.1685,0.4699,0.0000
2025-12-10 14:48:18,15,-1,train,1.9737,0.5026,240.5544
2025-12-10 14:48:42,15,-1,val,2.2644,0.4555,0.0000
2025-12-10 14:52:40,16,-1,train,1.9405,0.5121,237.7702
2025-12-10 14:53:03,16,-1,val,2.1327,0.4791,0.0000
2025-12-10 14:56:59,17,-1,train,1.9027,0.5224,235.5329
2025-12-10 14:57:23,17,-1,val,2.2074,0.4725,0.0000
2025-12-10 15:01:20,18,-1,train,1.8688,0.5261,237.3478
2025-12-10 15:01:44,18,-1,val,2.0857,0.4917,0.0000
2025-12-10 15:05:37,19,-1,train,1.8405,0.5321,232.8559
2025-12-10 15:06:01,19,-1,val,2.1863,0.4720,0.0000
2025-12-10 15:09:56,20,-1,train,1.8101,0.5389,235.3728
2025-12-10 15:10:20,20,-1,val,2.0593,0.4991,0.0000
2025-12-10 15:14:16,21,-1,train,1.7859,0.5445,236.4528
2025-12-10 15:14:39,21,-1,val,2.0462,0.5043,0.0000
2025-12-10 15:18:30,22,-1,train,1.7649,0.5492,230.7622
2025-12-10 15:18:53,22,-1,val,2.0573,0.5041,0.0000
2025-12-10 15:22:45,23,-1,train,1.7431,0.5536,231.6272
2025-12-10 15:23:08,23,-1,val,2.1869,0.4803,0.0000
2025-12-10 15:27:06,24,-1,train,1.7088,0.5618,237.0696
2025-12-10 15:27:29,24,-1,val,2.0907,0.4970,0.0000
2025-12-10 15:31:26,25,-1,train,1.6908,0.5687,236.1872
2025-12-10 15:31:49,25,-1,val,2.0979,0.4903,0.0000
2025-12-10 15:35:46,26,-1,train,1.1135,0.7143,237.7117
2025-12-10 15:36:12,26,-1,val,1.5761,0.6094,0.0000
2025-12-10 15:40:11,27,-1,train,0.9226,0.7607,238.6828
2025-12-10 15:40:35,27,-1,val,1.5838,0.6105,0.0000
2025-12-10 15:44:36,28,-1,train,0.8226,0.7852,240.3748
2025-12-10 15:45:00,28,-1,val,1.5846,0.6114,0.0000
2025-12-10 15:48:56,29,-1,train,0.7348,0.8071,235.9501
2025-12-10 15:49:20,29,-1,val,1.6005,0.6111,0.0000
2025-12-10 15:53:19,30,-1,train,0.6587,0.8281,238.8824
2025-12-10 15:53:43,30,-1,val,1.6198,0.6068,0.0000
2025-12-10 15:57:40,31,-1,train,0.5568,0.8595,236.8138
2025-12-10 15:58:05,31,-1,val,1.6006,0.6129,0.0000
2025-12-10 16:02:01,32,-1,train,0.5338,0.8648,236.1890
2025-12-10 16:02:23,32,-1,val,1.6078,0.6157,0.0000
2025-12-10 16:06:19,33,-1,train,0.5208,0.8689,235.9159
2025-12-10 16:06:43,33,-1,val,1.6100,0.6141,0.0000
2025-12-10 16:10:36,34,-1,train,0.5132,0.8713,233.0763
2025-12-10 16:10:59,34,-1,val,1.6009,0.6161,0.0000
2025-12-10 16:33:02,35,-1,train,0.7654,0.8143,217.2926
2025-12-10 16:33:24,35,-1,val,0.5560,0.8696,0.0000
